file_name,in,out
MOVI0000.avi,1,1
MOVI0001.avi,2,4
MOVI0002.avi,1,1
MOVI0003.avi,4,4
MOVI0004.avi,7,9
MOVI0005.avi,1,8
MOVI0006.avi,15,12
MOVI0007.avi,20,12
MOVI0008.avi,20,14
MOVI0009.avi,23,25
MOVI0010.avi,13,32
MOVI0011.avi,26,33
MOVI0012.avi,16,38
MOVI0013.avi,33,31
MOVI0014.avi,40,28
MOVI0015.avi,31,32
MOVI0016.avi,46,36
MOVI0017.avi,37,27
MOVI0018.avi,2,1
