file_name,in,out
MOVI0000.avi,0,0
MOVI0001.avi,0,2
MOVI0002.avi,0,7
MOVI0003.avi,0,8
MOVI0004.avi,0,20
MOVI0005.avi,0,24
MOVI0006.avi,0,15
MOVI0007.avi,0,16
MOVI0008.avi,0,31
MOVI0009.avi,0,31
MOVI0010.avi,0,28
MOVI0011.avi,0,29
MOVI0012.avi,0,20
MOVI0013.avi,0,19
MOVI0014.avi,0,14
MOVI0015.avi,1,9
MOVI0016.avi,1,26
MOVI0017.avi,0,23
MOVI0018.avi,0,13
