file_name,in,out
MOVI0000.avi,0,0
MOVI0001.avi,1,1
MOVI0002.avi,2,3
MOVI0003.avi,4,6
MOVI0004.avi,9,3
MOVI0005.avi,6,7
MOVI0006.avi,9,4
MOVI0007.avi,4,5
MOVI0008.avi,3,5
MOVI0009.avi,12,12
MOVI0010.avi,13,5
MOVI0011.avi,5,6
MOVI0012.avi,2,2
MOVI0013.avi,6,2
MOVI0014.avi,3,2
MOVI0015.avi,4,2
MOVI0016.avi,4,1
MOVI0017.avi,7,1
