file_name,in,out
MOVI0004.avi,0,0
MOVI0005.avi,0,0
MOVI0006.avi,0,0
MOVI0007.avi,0,0
MOVI0008.avi,0,0
MOVI0009.avi,2,0
MOVI0010.avi,4,0
MOVI0011.avi,4,1
MOVI0012.avi,6,0
MOVI0013.avi,3,0
MOVI0014.avi,5,0
MOVI0015.avi,3,0
MOVI0016.avi,8,3
MOVI0017.avi,11,4
MOVI0018.avi,8,7
MOVI0019.avi,15,5
MOVI0020.avi,9,7
MOVI0021.avi,5,9
