file_name,in,out
MOVI0000.avi,0,0
MOVI0001.avi,0,2
MOVI0002.avi,0,0
MOVI0003.avi,0,2
MOVI0004.avi,0,3
MOVI0005.avi,0,2
MOVI0006.avi,0,3
MOVI0007.avi,0,16
MOVI0008.avi,1,22
MOVI0009.avi,2,22
MOVI0010.avi,7,33
MOVI0011.avi,5,25
MOVI0012.avi,6,44
MOVI0013.avi,8,47
MOVI0014.avi,9,53
MOVI0015.avi,18,61
MOVI0016.avi,16,62
MOVI0017.avi,21,62
MOVI0018.avi,14,65
