file_name,in,out
MOVI0000.avi,0,1
MOVI0001.avi,2,3
MOVI0002.avi,1,1
MOVI0003.avi,4,4
MOVI0004.avi,6,9
MOVI0005.avi,1,8
MOVI0006.avi,11,11
